feature,mean_abs_shap
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266,0.0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch),0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_238,0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170,0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145,0.0
PWY-7560: methylerythritol phosphate pathway II,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis,0.0
P621-PWY: nylon-6 oligomer degradation,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides,0.0
HISDEG-PWY: L-histidine degradation I,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,0.0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis,0.0
PWY66-422: D-galactose degradation V (Leloir pathway),0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,0.0
PWY-5103: L-isoleucine biosynthesis III,0.0
PENTOSE-P-PWY: pentose phosphate pathway,0.0
PWY-5667: CDP-diacylglycerol biosynthesis I,0.0
PWY-6113: superpathway of mycolate biosynthesis,0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II,0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis,0.0
COA-PWY-1: coenzyme A biosynthesis II (mammalian),0.0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli),0.0
GALACTUROCAT-PWY: D-galacturonate degradation I,0.0
HSERMETANA-PWY: L-methionine biosynthesis III,0.0
PWY-5100: pyruvate fermentation to acetate and lactate II,0.0
PWY66-400: glycolysis VI (metazoan),0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,0.0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,0.0
ARO-PWY: chorismate biosynthesis I,0.0
VALSYN-PWY: L-valine biosynthesis,0.0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),0.0
PWY0-781: aspartate superpathway,0.0
PWY-1042: glycolysis IV (plant cytosol),0.0
PWY-6737: starch degradation V,0.0
UNMAPPED,0.0
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,0.0
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis,0.0
PWY-5863: superpathway of phylloquinol biosynthesis,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,0.0
PWY-5897: superpathway of menaquinol-11 biosynthesis,0.0
PWY-6897: thiamin salvage II,0.0
PWY-5899: superpathway of menaquinol-13 biosynthesis,0.0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,0.0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,0.0
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257,0.0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,0.0
METHGLYUT-PWY: superpathway of methylglyoxal degradation,0.0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,0.0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24,0.0
P161-PWY: acetylene degradation,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274,0.0
PWY-6531: mannitol cycle,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,0.0
PWY-5918: superpathay of heme biosynthesis from glutamate,0.0
ORNDEG-PWY: superpathway of ornithine degradation,0.0
SO4ASSIM-PWY: sulfate reduction I (assimilatory),0.0
PWY-7664: oleate biosynthesis IV (anaerobic),0.0
PWY-5173: superpathway of acetyl-CoA biosynthesis,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16,0.0
PWY-6859: all-trans-farnesol biosynthesis,0.0
PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis,0.0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum,0.0
NAGLIPASYN-PWY: lipid IVA biosynthesis,0.0
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora,0.0
PWY-6892: thiazole biosynthesis I (E. coli),0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis,0.0
PWY-2723: trehalose degradation V,0.0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309,0.0
PWY-922: mevalonate pathway I,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza,0.0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,0.0
PWY0-1061: superpathway of L-alanine biosynthesis,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens,0.0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation,0.0
